top_type,top_color,top_usage,top_season,bottom_type,bottom_color,bottom_usage,bottom_season,shoe_type,shoe_color,shoe_usage,shoe_season
Tshirts,Black,Sports,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Red,Casual,Winter
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Grey,Sports,Fall
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,White,Casual,Fall,Track Pants,Charcoal,Sports,Summer,Formal Shoes,Black,Formal,Fall
Tshirts,Blue,Casual,Summer,Jeans,White,Casual,Summer,Casual Shoes,Blue,Casual,Summer
Tshirts,Black,Casual,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,White,Casual,Spring
Tshirts,Green,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer
Kurtas,Maroon,Ethnic,Summer,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Red,Casual,Winter
Shirts,Purple,Casual,Fall,Shorts,Grey,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Blue,Casual,Summer,Trousers,Green,Casual,Fall,Sports Shoes,Black,Sports,Fall
Shirts,Red,Casual,Summer,Shorts,White,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Green,Casual,Fall,Shorts,Black,Sports,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Pink,Casual,Summer,Jeans,White,Casual,Summer,Sports Shoes,White,Sports,Summer
Shirts,Blue,Casual,Fall,Shorts,Black,Sports,Winter,Sports Shoes,White,Casual,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Sweatshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer
Shirts,Red,Casual,Summer,Shorts,Beige,Casual,Fall,Casual Shoes,Brown,Casual,Summer
Tshirts,Navy Blue,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Green,Casual,Summer
Tshirts,Green,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Sports Shoes,Black,Sports,Spring
Sweatshirts,Purple,Casual,Fall,Track Pants,Black,Casual,Fall,Casual Shoes,White,Casual,Summer
Tshirts,Black,Casual,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,White,Casual,Summer
Shirts,Purple,Casual,Summer,Trousers,Green,Casual,Fall,Casual Shoes,Beige,Casual,Winter
Tshirts,Black,Sports,Fall,Shorts,Black,Casual,Summer,Casual Shoes,Black,Casual,Summer
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,Purple,Casual,Summer,Trousers,Blue,Formal,Fall,Casual Shoes,Black,Casual,Summer
Shirts,Grey,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Grey,Casual,Summer,Trousers,Blue,Formal,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Navy Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Fall
Tshirts,Green,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Brown,Casual,Fall,Trousers,Beige,Casual,Fall,Casual Shoes,Red,Casual,Winter
Kurtas,Maroon,Ethnic,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Fall
Shirts,Grey,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Silver,Sports,Summer
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall
Shirts,Red,Casual,Summer,Shorts,Grey,Casual,Fall,Sports Shoes,Blue,Sports,Summer
Tshirts,White,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Black,Casual,Summer,Jeans,Black,Casual,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Red,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,Mushroom Brown,Casual,Winter
Tshirts,Green,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Black,Casual,Summer,Shorts,Red,Sports,Summer,Sports Shoes,White,Sports,Summer
Shirts,Blue,Formal,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Grey,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,White,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,Blue,Casual,Fall
Tshirts,Green,Casual,Fall,Shorts,Brown,Sports,Summer,Sports Shoes,White,Casual,Summer
Tshirts,Blue,Sports,Fall,Jeans,Blue,Casual,Winter,Casual Shoes,White,Casual,Fall
Shirts,Yellow,Casual,Fall,Jeans,Black,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Shirts,Grey,Casual,Fall,Shorts,Green,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Casual,Fall,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Blue,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,White,Casual,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Shirts,Olive,Casual,Summer,Shorts,Grey,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Blue,Casual,Summer
Tshirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Shirts,White,Formal,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Brown,Formal,Winter
Tshirts,Blue,Sports,Fall,Shorts,White,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Casual,Fall,Shorts,Grey,Sports,Summer,Sports Shoes,Red,Sports,Summer
Shirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall
Tshirts,White,Casual,Summer,Trousers,Brown,Casual,Fall,Casual Shoes,Blue,Casual,Summer
Jackets,Blue,Sports,Fall,Shorts,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Red,Casual,Fall,Trousers,Blue,Formal,Fall,Sports Shoes,White,Sports,Summer
Shirts,White,Casual,Fall,Shorts,Beige,Casual,Fall,Sports Shoes,Silver,Sports,Summer
Sweatshirts,Purple,Casual,Fall,Shorts,Black,Sports,Fall,Casual Shoes,Navy Blue,Casual,Fall
Tshirts,Blue,Sports,Fall,Trousers,Grey,Casual,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Green,Casual,Fall,Shorts,Beige,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,White,Casual,Summer,Shorts,Blue,Casual,Summer,Sports Shoes,Blue,Sports,Summer
Tshirts,Navy Blue,Casual,Fall,Shorts,Red,Sports,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall
Tshirts,Navy Blue,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Beige,Casual,Winter
Shirts,Red,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Red,Formal,Fall,Trousers,Black,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,White,Casual,Summer,Track Pants,Black,Casual,Spring,Sports Shoes,White,Sports,Fall
Tshirts,Black,Casual,Summer,Shorts,Black,Casual,Fall,Sports Shoes,Grey,Sports,Summer
Tshirts,White,Casual,Summer,Trousers,Cream,Formal,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Purple,Casual,Fall,Track Pants,Charcoal,Sports,Summer,Casual Shoes,White,Casual,Spring
Tshirts,Purple,Casual,Summer,Shorts,Black,Sports,Winter,Casual Shoes,Brown,Casual,Winter
Kurtas,Maroon,Ethnic,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,White,Sports,Fall
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Blue,Casual,Fall,Trousers,Charcoal,Formal,Fall,Sports Shoes,White,Sports,Fall
Tshirts,Navy Blue,Casual,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Grey,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Green,Casual,Summer,Shorts,Grey,Sports,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Green,Casual,Summer,Track Pants,Brown,Casual,Fall,Casual Shoes,Grey,Casual,Fall
Shirts,Purple,Formal,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Charcoal,Casual,Fall
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Winter
Shirts,Blue,Casual,Fall,Shorts,Black,Sports,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,White,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,Grey,Sports,Summer
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Shirts,Red,Casual,Fall,Trousers,Grey,Casual,Summer,Casual Shoes,Charcoal,Casual,Fall
Tshirts,White,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Sports Shoes,Grey,Sports,Fall
Shirts,Black,Casual,Summer,Trousers,Black,Formal,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Yellow,Casual,Summer,Shorts,Black,Casual,Summer,Sports Shoes,White,Sports,Summer
Shirts,Brown,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Green,Casual,Fall,Track Pants,Black,Casual,Fall,Casual Shoes,White,Casual,Fall
Tshirts,Grey,Casual,Summer,Trousers,Black,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Shirts,Red,Casual,Fall,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Shirts,Blue,Casual,Fall,Shorts,Red,Casual,Fall,Sports Shoes,Grey,Sports,Summer
Tshirts,Charcoal,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,White,Casual,Summer,Trousers,Black,Formal,Summer,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Black,Casual,Summer,Trousers,Grey,Formal,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,Green,Casual,Fall,Shorts,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Kurtas,Maroon,Ethnic,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Grey,Casual,Fall
Shirts,Red,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Blue,Casual,Fall
Tshirts,Navy Blue,Casual,Fall,Trousers,Brown,Casual,Summer,Formal Shoes,Black,Formal,Summer
Tshirts,Navy Blue,Casual,Summer,Jeans,Black,Casual,Summer,Casual Shoes,Blue,Casual,Fall
Tshirts,Grey,Casual,Summer,Track Pants,Charcoal,Sports,Summer,Casual Shoes,White,Casual,Fall
Shirts,Black,Casual,Summer,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Black,Sports,Fall,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,White,Casual,Summer,Shorts,Black,Sports,Fall,Casual Shoes,Red,Casual,Winter
Tshirts,White,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Red,Casual,Fall,Shorts,Beige,Casual,Fall,Sports Shoes,White,Casual,Summer
Tshirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Grey,Sports,Summer
Tshirts,White,Casual,Summer,Shorts,Grey,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,White,Casual,Fall,Shorts,Black,Casual,Fall,Sports Shoes,Black,Sports,Summer
Shirts,White,Casual,Summer,Track Pants,Grey,Casual,Fall,Casual Shoes,Black,Casual,Winter
Shirts,White,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,White,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Orange,Casual,Fall,Trousers,Green,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,White,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Green,Sports,Fall,Shorts,Black,Sports,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,White,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,Navy Blue,Casual,Fall,Track Pants,Charcoal,Sports,Summer,Sports Shoes,White,Casual,Summer
Shirts,Red,Casual,Summer,Track Pants,Black,Casual,Fall,Sports Shoes,Black,Sports,Summer
Shirts,Purple,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Beige,Casual,Winter
Tshirts,Green,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Shirts,Navy Blue,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,Black,Casual,Summer,Shorts,Brown,Sports,Summer,Casual Shoes,Mushroom Brown,Casual,Winter
Tshirts,Grey,Casual,Summer,Trousers,Green,Casual,Fall,Casual Shoes,Black,Casual,Summer
Shirts,White,Casual,Summer,Shorts,Grey,Sports,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Blue,Casual,Fall
Shirts,Green,Casual,Summer,Trousers,Black,Formal,Summer,Sports Shoes,Blue,Sports,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Grey,Casual,Winter
Shirts,Blue,Casual,Fall,Shorts,Grey,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Green,Casual,Fall,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Grey,Casual,Fall
Tshirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Casual,Summer
Tshirts,Grey,Casual,Fall,Shorts,Beige,Casual,Fall,Casual Shoes,Brown,Casual,Summer
Tshirts,Brown,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Grey,Casual,Fall,Shorts,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Blue,Casual,Fall,Track Pants,Black,Sports,Fall,Casual Shoes,White,Casual,Summer
Tshirts,Red,Casual,Fall,Trousers,Brown,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,Green,Casual,Fall,Track Pants,Black,Casual,Fall,Sports Shoes,Black,Sports,Summer
Jackets,Red,Sports,Fall,Trousers,Grey,Casual,Fall,Sports Shoes,Blue,Sports,Fall
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Green,Casual,Fall,Shorts,Beige,Casual,Fall,Sports Shoes,White,Casual,Summer
Tshirts,Blue,Sports,Fall,Track Pants,Black,Casual,Spring,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,White,Casual,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,Blue,Casual,Fall
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Winter
Kurtas,Maroon,Ethnic,Summer,Shorts,Grey,Casual,Fall,Sports Shoes,Blue,Sports,Summer
Tshirts,Black,Casual,Summer,Jeans,Black,Casual,Fall,Casual Shoes,Black,Casual,Summer
Shirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Black,Casual,Summer,Jeans,Black,Casual,Summer,Casual Shoes,Beige,Casual,Winter
Shirts,Orange,Formal,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Navy Blue,Sports,Summer,Jeans,,Casual,Fall,Casual Shoes,Navy Blue,Casual,Fall
Tshirts,Purple,Casual,Summer,Jeans,White,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Green,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Grey,Casual,Winter
Tshirts,Red,Casual,Fall,Shorts,Grey,Sports,Summer,Sports Shoes,White,Sports,Summer
Shirts,Green,Casual,Summer,Shorts,Black,Sports,Fall,Sports Shoes,Blue,Sports,Summer
Tshirts,Black,Sports,Fall,Shorts,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall
Tshirts,Grey,Casual,Summer,Trousers,Khaki,Formal,Fall,Formal Shoes,Black,Formal,Summer
Shirts,Red,Casual,Summer,Jeans,Black,Casual,Fall,Casual Shoes,Brown,Casual,Summer
Shirts,Red,Casual,Summer,Shorts,Red,Sports,Summer,Formal Shoes,Black,Formal,Fall
Tshirts,Grey,Casual,Summer,Shorts,Beige,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Green,Casual,Summer,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Fall
Shirts,White,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,Red,Sports,Summer
Tshirts,Navy Blue,Sports,Summer,Trousers,Grey,Casual,Summer,Sports Shoes,Blue,Sports,Summer
Shirts,Purple,Casual,Fall,Trousers,Navy Blue,Casual,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Blue,Sports,Fall,Jeans,Black,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,White,Casual,Summer,Track Pants,Black,Sports,Fall,Formal Shoes,Black,Formal,Summer
Tshirts,Navy Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,White,Casual,Summer,Shorts,Beige,Casual,Fall,Sports Shoes,White,Sports,Fall
Tshirts,Black,Sports,Fall,Trousers,Cream,Formal,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Orange,Casual,Fall,Track Pants,Black,Casual,Summer,Formal Shoes,Black,Formal,Summer
Tshirts,Black,Sports,Fall,Jeans,White,Casual,Summer,Casual Shoes,Grey,Casual,Fall
Shirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Blue,Sports,Summer
Tshirts,Purple,Casual,Summer,Trousers,Beige,Casual,Fall,Sports Shoes,White,Sports,Summer
Sweatshirts,Purple,Casual,Fall,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Red,Sports,Summer
Shirts,Red,Formal,Fall,Track Pants,Black,Sports,Fall,Casual Shoes,Green,Casual,Summer
Shirts,White,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Black,Sports,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Red,Sports,Summer
Tshirts,Brown,Casual,Fall,Track Pants,Grey,Casual,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Navy Blue,Sports,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Charcoal,Casual,Summer,Trousers,Brown,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Shirts,Olive,Casual,Summer,Track Pants,Brown,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Purple,Casual,Summer,Trousers,Grey,Casual,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Casual,Summer,Trousers,Khaki,Formal,Fall,Casual Shoes,White,Casual,Summer
Tshirts,Grey,Sports,Summer,Jeans,,Casual,Fall,Formal Shoes,Black,Formal,Winter
Tshirts,White,Casual,Summer,Shorts,Black,Casual,Summer,Sports Shoes,White,Sports,Summer
Shirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Shirts,White,Casual,Summer,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Green,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,White,Casual,Fall
Tshirts,Red,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Mushroom Brown,Casual,Winter
Tshirts,Black,Casual,Summer,Shorts,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall
Jackets,Blue,Sports,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Blue,Sports,Summer
Tshirts,Pink,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Navy Blue,Casual,Summer,Track Pants,Black,Casual,Fall,Formal Shoes,Black,Formal,Fall
Tshirts,Grey,Casual,Fall,Shorts,Green,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Grey,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Green,Casual,Summer
Sweatshirts,Purple,Casual,Fall,Shorts,Black,Casual,Fall,Formal Shoes,Black,Formal,Summer
Jackets,Red,Casual,Fall,Trousers,Grey,Formal,Fall,Formal Shoes,Black,Formal,Summer
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Blue,Casual,Fall
Tshirts,Red,Casual,Fall,Track Pants,Charcoal,Sports,Summer,Casual Shoes,Navy Blue,Casual,Summer
Shirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,White,Casual,Fall
Tshirts,Brown,Casual,Summer,Trousers,Blue,Formal,Fall,Casual Shoes,White,Casual,Summer
Shirts,Purple,Formal,Fall,Shorts,Beige,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,Burgundy,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,White,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Grey,Casual,Winter
Tshirts,Purple,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Winter
Shirts,Brown,Casual,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,Grey,Casual,Fall
Tshirts,Black,Casual,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,Charcoal,Casual,Fall
Tshirts,Grey,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Red,Casual,Fall,Shorts,Beige,Casual,Fall,Casual Shoes,White,Casual,Fall
Tshirts,Red,Casual,Fall,Track Pants,Black,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,White,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall
Shirts,Red,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Navy Blue,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Black,Casual,Summer
Shirts,Green,Casual,Summer,Trousers,Brown,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Red,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Casual Shoes,White,Casual,Summer
Shirts,Red,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Summer
Tshirts,Green,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Red,Casual,Winter
Tshirts,Yellow,Casual,Summer,Track Pants,Charcoal,Sports,Summer,Sports Shoes,Silver,Sports,Summer
Shirts,Green,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Casual,Fall,Shorts,Grey,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Black,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Fall
Shirts,White,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,Blue,Sports,Summer
Tshirts,Charcoal,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Shirts,White,Formal,Summer,Shorts,Black,Casual,Summer,Formal Shoes,Black,Formal,Summer
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Blue,Sports,Summer
Sweatshirts,Purple,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Sports Shoes,Black,Sports,Fall
Shirts,Navy Blue,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,Black,Casual,Summer
Jackets,Red,Sports,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Green,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Grey,Casual,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Red,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Sports,Spring
Tshirts,White,Casual,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,Blue,Casual,Fall
Shirts,Purple,Casual,Fall,Track Pants,Black,Sports,Fall,Casual Shoes,Brown,Casual,Winter
Shirts,White,Formal,Summer,Trousers,Green,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Black,Sports,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Black,Casual,Summer,Trousers,Navy Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Maroon,Sports,Summer,Shorts,Grey,Casual,Fall,Sports Shoes,Black,Casual,Summer
Shirts,Black,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Fall
Shirts,Purple,Formal,Fall,Shorts,Black,Sports,Fall,Formal Shoes,Black,Formal,Fall
Tshirts,Purple,Casual,Fall,Shorts,Brown,Sports,Summer,Casual Shoes,Brown,Casual,Summer
Shirts,Red,Casual,Summer,Jeans,,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Purple,Casual,Fall,Trousers,Cream,Formal,Fall,Formal Shoes,Brown,Formal,Winter
Tshirts,Black,Casual,Summer,Jeans,Black,Casual,Fall,Casual Shoes,White,Casual,Spring
Tshirts,White,Casual,Summer,Trousers,Navy Blue,Casual,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Green,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,White,Casual,Summer,Shorts,Brown,Sports,Summer,Casual Shoes,White,Casual,Spring
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Brown,Casual,Winter
